MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
27,male,group D,high school,free/reduced,completed,married,regularly,yes,3,school_bus,5 - 10,67,52,57
87,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,1,private,> 10,40,49,48
295,female,group E,high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,54,71,66
261,female,group B,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,64,66,68
465,female,group B,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,> 10,75,82,81
319,female,group E,high school,free/reduced,,married,sometimes,yes,2,school_bus,> 10,75,89,87
255,female,group D,some college,standard,none,married,sometimes,no,2,school_bus,5 - 10,88,90,94
380,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,private,5 - 10,61,70,70
826,female,group D,associate's degree,standard,completed,divorced,regularly,no,1,private,,60,71,74
60,male,group B,some college,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,52,53,49
721,female,group E,some high school,standard,none,single,regularly,no,1,school_bus,5 - 10,79,82,79
329,female,group E,some college,standard,completed,,never,yes,2,private,< 5,84,92,91
868,female,group A,some college,standard,completed,,regularly,yes,0,school_bus,> 10,89,91,100
913,female,group C,some high school,free/reduced,none,married,regularly,yes,0,private,5 - 10,53,73,67
235,male,group C,,free/reduced,none,married,sometimes,yes,2,private,> 10,65,76,73
195,female,group C,some college,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,36,45,48
760,male,group D,some college,standard,none,married,regularly,no,1,school_bus,5 - 10,50,39,37
35,female,group C,some college,standard,none,married,sometimes,no,3,private,< 5,56,59,57
631,female,group C,high school,standard,completed,married,never,yes,5,school_bus,5 - 10,62,84,84
885,female,group A,high school,standard,none,single,sometimes,yes,1,private,5 - 10,71,91,86
499,male,group A,master's degree,standard,none,single,regularly,yes,1,private,5 - 10,70,62,66
669,male,group C,bachelor's degree,standard,none,divorced,,no,3,school_bus,5 - 10,56,60,58
736,male,group E,some high school,free/reduced,completed,widowed,never,yes,1,,5 - 10,72,65,59
544,female,group C,associate's degree,standard,none,single,regularly,yes,1,school_bus,< 5,62,67,64
606,male,group D,some college,standard,completed,married,sometimes,yes,1,private,5 - 10,98,94,96
846,male,group D,master's degree,standard,none,married,never,no,1,school_bus,< 5,86,81,73
677,female,group C,bachelor's degree,free/reduced,,single,sometimes,yes,0,private,5 - 10,49,66,67
465,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,64,70,65
928,female,group B,some high school,standard,completed,divorced,regularly,yes,0,school_bus,5 - 10,81,90,89
101,female,group D,associate's degree,free/reduced,completed,single,sometimes,no,3,private,5 - 10,72,85,84
90,female,group E,some high school,standard,none,married,sometimes,yes,2,,< 5,72,78,78
283,female,group D,some high school,standard,none,married,sometimes,yes,1,,5 - 10,56,76,76
621,male,group B,some college,standard,none,married,,yes,0,school_bus,5 - 10,49,50,54
4,male,group C,some college,standard,none,married,never,no,7,,5 - 10,47,43,39
677,male,,some college,standard,completed,divorced,regularly,yes,2,private,< 5,76,74,80
259,female,group E,some high school,standard,completed,divorced,regularly,no,2,private,5 - 10,53,63,63
667,female,group D,some college,standard,,married,regularly,yes,5,school_bus,5 - 10,77,86,87
755,female,group B,high school,standard,none,married,sometimes,yes,5,private,5 - 10,72,77,75
358,female,group C,some high school,free/reduced,completed,single,regularly,yes,1,school_bus,5 - 10,77,88,88
395,male,group C,associate's degree,standard,none,single,regularly,yes,1,private,5 - 10,71,61,52
658,male,group E,some high school,standard,none,married,regularly,yes,3,school_bus,< 5,82,72,72
276,female,group D,master's degree,free/reduced,none,divorced,regularly,yes,1,,< 5,80,98,98
27,male,group C,some college,standard,completed,single,regularly,yes,3,school_bus,5 - 10,98,94,100
284,female,group C,high school,standard,none,married,sometimes,no,3,private,5 - 10,59,62,60
796,male,,some high school,standard,,married,never,yes,1,private,,57,49,48
346,female,group C,high school,free/reduced,completed,,never,yes,3,school_bus,> 10,44,56,62
534,female,,high school,free/reduced,none,married,sometimes,yes,0,private,5 - 10,67,71,62
791,male,group B,some high school,standard,,single,sometimes,yes,2,school_bus,5 - 10,83,86,78
5,female,group C,some college,standard,none,single,regularly,yes,0,private,5 - 10,48,65,63
400,male,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,50,56,61
595,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3,private,> 10,71,82,76
931,male,group C,some college,standard,none,married,sometimes,no,3,private,5 - 10,76,75,76
642,male,group E,bachelor's degree,free/reduced,completed,married,,yes,0,,5 - 10,99,98,98
854,male,group C,,free/reduced,completed,divorced,never,no,2,private,< 5,58,64,58
894,female,group D,some high school,free/reduced,completed,single,,yes,0,school_bus,5 - 10,56,73,77
202,female,group A,some college,free/reduced,none,married,regularly,yes,0,school_bus,5 - 10,51,58,58
725,female,group B,some college,standard,none,married,regularly,yes,2,school_bus,< 5,62,75,72
169,male,group C,high school,standard,none,divorced,sometimes,no,1,,5 - 10,68,66,70
761,male,group E,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,96,93,88
872,female,group B,high school,standard,completed,married,sometimes,yes,6,school_bus,5 - 10,68,79,81
341,female,group B,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,> 10,52,66,67
917,male,group E,high school,standard,none,married,sometimes,yes,2,private,5 - 10,79,77,71
42,male,group D,some college,standard,none,married,sometimes,yes,3,school_bus,< 5,61,54,60
225,male,group B,high school,free/reduced,none,married,sometimes,no,1,school_bus,5 - 10,69,61,60
778,female,,some college,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,36,54,53
356,male,,some high school,standard,none,married,sometimes,yes,3,private,5 - 10,54,50,52
613,female,group C,associate's degree,standard,none,single,regularly,no,3,,5 - 10,66,78,75
525,female,group D,associate's degree,standard,none,married,regularly,yes,0,private,< 5,82,87,91
30,male,group B,some high school,standard,none,single,regularly,yes,3,school_bus,5 - 10,65,61,59
145,male,group D,some college,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,91,88,86
264,male,group D,high school,standard,none,married,sometimes,no,2,private,5 - 10,76,73,68
624,male,group D,some high school,free/reduced,none,divorced,never,no,1,private,,56,62,51
344,female,group C,some college,free/reduced,none,married,regularly,no,6,school_bus,< 5,33,51,49
989,female,,some college,standard,completed,married,sometimes,no,2,school_bus,> 10,77,77,86
686,female,group D,some college,standard,none,married,sometimes,yes,5,private,5 - 10,65,79,72
45,female,group D,associate's degree,free/reduced,none,married,never,yes,3,school_bus,> 10,75,84,87
289,male,,some college,standard,none,married,sometimes,yes,2,private,< 5,75,62,59
732,male,group B,,free/reduced,none,married,sometimes,,3,private,5 - 10,52,50,49
589,male,group C,some college,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,78,71,72
342,female,group D,high school,free/reduced,,married,regularly,no,7,school_bus,5 - 10,51,64,67
128,male,group B,some college,standard,none,married,sometimes,yes,4,private,< 5,79,74,71
364,male,group C,some college,standard,none,married,sometimes,no,2,private,5 - 10,55,56,52
855,female,group E,some college,standard,completed,,never,yes,5,private,5 - 10,90,98,97
237,female,,high school,free/reduced,completed,divorced,regularly,no,2,private,5 - 10,79,97,93
796,female,group D,high school,free/reduced,none,divorced,sometimes,yes,5,school_bus,< 5,45,59,58
365,male,group D,master's degree,standard,none,married,regularly,yes,0,private,< 5,82,75,79
763,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,66,68,66
211,female,,some high school,standard,none,married,regularly,no,1,private,< 5,47,65,66
266,female,group E,associate's degree,standard,none,single,regularly,yes,4,school_bus,> 10,92,99,94
770,male,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,5 - 10,81,81,84
63,male,group D,high school,standard,none,married,sometimes,yes,2,school_bus,5 - 10,50,52,50
640,female,group C,,standard,none,single,never,yes,4,school_bus,< 5,68,77,69
224,female,group E,associate's degree,standard,completed,married,regularly,no,4,,5 - 10,80,75,83
171,female,group C,bachelor's degree,standard,,single,regularly,yes,1,school_bus,5 - 10,71,70,72
152,female,group E,,free/reduced,completed,single,sometimes,yes,3,school_bus,5 - 10,67,82,75
453,female,group A,high school,standard,completed,divorced,regularly,yes,2,private,< 5,80,73,85
270,male,group D,some college,standard,,divorced,sometimes,no,1,,> 10,100,94,86
481,female,group D,,standard,none,married,,no,1,private,5 - 10,69,77,80
240,male,group D,high school,standard,completed,married,never,yes,2,school_bus,5 - 10,80,76,78
757,female,group D,bachelor's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,5 - 10,88,96,94
363,male,group C,bachelor's degree,standard,completed,single,regularly,no,1,school_bus,< 5,87,90,90
649,male,group D,some college,standard,completed,married,sometimes,yes,1,,< 5,65,69,70
297,female,group C,some college,standard,completed,divorced,regularly,yes,4,school_bus,< 5,55,70,71
457,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2,school_bus,5 - 10,36,44,47
219,male,,associate's degree,standard,none,married,regularly,yes,3,private,5 - 10,81,65,69
918,female,group B,some college,standard,none,divorced,sometimes,yes,7,private,5 - 10,81,88,91
92,male,group D,high school,free/reduced,none,single,sometimes,no,1,school_bus,< 5,51,44,47
862,female,,high school,free/reduced,completed,divorced,regularly,yes,5,private,< 5,48,63,64
16,male,group D,high school,standard,completed,married,sometimes,yes,5,school_bus,5 - 10,87,81,80
314,male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,< 5,36,44,41
286,female,group E,high school,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,71,77,79
495,male,group B,some high school,free/reduced,completed,widowed,sometimes,no,3,private,5 - 10,58,50,55
541,male,group D,some high school,standard,none,married,regularly,no,2,school_bus,< 5,65,64,54
110,female,group C,some high school,free/reduced,completed,married,never,yes,3,school_bus,> 10,51,73,69
638,male,group C,master's degree,free/reduced,completed,married,regularly,yes,2,private,5 - 10,50,50,52
662,female,group E,some high school,free/reduced,none,single,sometimes,no,1,school_bus,< 5,56,71,69
664,male,group A,high school,free/reduced,none,married,sometimes,no,4,school_bus,5 - 10,49,59,53
185,male,,some high school,standard,completed,married,never,yes,5,school_bus,< 5,77,71,68
423,male,group B,some high school,standard,completed,married,sometimes,yes,0,private,5 - 10,68,73,67
180,female,group A,associate's degree,standard,none,single,regularly,yes,4,,5 - 10,80,75,77
129,female,group C,associate's degree,free/reduced,completed,married,sometimes,no,4,,> 10,69,79,79
584,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,70,64,57
221,male,group C,master's degree,standard,none,divorced,sometimes,no,1,school_bus,< 5,67,65,71
710,male,,some college,standard,none,married,regularly,yes,3,school_bus,> 10,84,65,76
732,female,group A,high school,free/reduced,completed,single,regularly,yes,3,school_bus,5 - 10,60,72,68
942,male,group E,some college,free/reduced,completed,,regularly,yes,1,,> 10,80,63,67
856,male,,some college,standard,none,divorced,regularly,yes,2,private,5 - 10,78,76,73
204,female,group A,some college,standard,completed,married,sometimes,no,2,private,> 10,61,73,75
806,female,group C,master's degree,standard,completed,married,regularly,yes,3,school_bus,5 - 10,91,100,100
987,male,group E,some high school,standard,completed,married,regularly,yes,0,school_bus,5 - 10,83,76,77
70,male,group B,master's degree,standard,completed,married,sometimes,no,3,school_bus,5 - 10,72,65,71
707,male,group C,high school,standard,completed,married,regularly,yes,2,school_bus,5 - 10,67,56,52
958,male,group D,some college,standard,none,single,never,yes,4,private,< 5,67,64,61
178,female,group B,some high school,standard,none,single,sometimes,yes,2,school_bus,< 5,51,59,54
998,female,group D,high school,standard,none,divorced,regularly,no,2,private,> 10,68,75,77
485,female,group B,high school,standard,none,divorced,sometimes,no,2,private,5 - 10,56,78,69
220,female,group A,associate's degree,standard,completed,single,sometimes,yes,1,private,< 5,46,65,67
118,male,group E,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,97,95,88
595,female,group D,high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,50,53,54
345,female,group C,,standard,completed,married,regularly,yes,0,private,< 5,85,83,95
500,male,group B,some college,standard,completed,divorced,sometimes,no,1,school_bus,5 - 10,61,53,50
324,female,group C,associate's degree,standard,completed,divorced,never,yes,5,private,< 5,73,80,85
70,male,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,57,64,61
340,male,group B,high school,free/reduced,,married,sometimes,no,5,school_bus,< 5,38,39,28
148,female,group C,associate's degree,free/reduced,none,married,never,yes,1,school_bus,> 10,31,46,42
805,female,group D,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,79,94,89
50,male,group D,some college,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,87,82,90
493,male,group E,some high school,standard,none,divorced,never,yes,4,school_bus,< 5,65,70,66
81,male,group E,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,57,59,49
521,female,group E,some high school,standard,none,divorced,sometimes,yes,5,,5 - 10,61,64,67
188,female,group E,associate's degree,standard,none,married,regularly,yes,0,school_bus,5 - 10,91,94,94
206,female,group B,some high school,standard,none,divorced,sometimes,,1,school_bus,> 10,58,69,64
778,female,group B,some college,free/reduced,none,single,sometimes,no,1,school_bus,5 - 10,43,50,50
866,male,group C,high school,free/reduced,completed,divorced,regularly,no,1,school_bus,5 - 10,78,69,67
154,male,group D,some high school,standard,none,single,never,no,2,,< 5,58,65,58
328,female,group C,some high school,free/reduced,none,divorced,regularly,no,5,,5 - 10,70,71,69
32,female,group C,high school,free/reduced,completed,married,sometimes,yes,1,private,,63,71,76
646,female,,associate's degree,standard,none,married,regularly,yes,4,school_bus,> 10,62,72,67
32,male,group C,high school,standard,none,divorced,sometimes,no,1,school_bus,< 5,68,70,63
840,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,> 10,59,60,59
92,female,group B,associate's degree,standard,none,single,sometimes,yes,0,school_bus,5 - 10,80,85,86
927,male,group B,some college,free/reduced,none,married,sometimes,,4,school_bus,5 - 10,71,74,65
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,59,73,69
424,male,group D,high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,78,77,80
745,male,group B,high school,free/reduced,none,married,never,yes,0,private,5 - 10,50,54,43
217,male,group B,some college,standard,none,widowed,sometimes,yes,2,school_bus,5 - 10,82,70,66
128,female,group C,some college,standard,none,married,sometimes,yes,2,school_bus,> 10,65,75,66
397,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,0,private,< 5,67,58,67
858,male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,5 - 10,94,92,91
153,female,group E,high school,standard,completed,married,sometimes,yes,5,school_bus,5 - 10,78,89,85
273,female,group D,some high school,standard,,married,never,no,2,private,5 - 10,82,96,96
771,male,group E,some college,standard,completed,single,never,yes,2,private,5 - 10,97,83,85
117,female,group C,some college,standard,none,divorced,never,no,5,,5 - 10,60,70,72
611,male,group D,high school,standard,completed,married,regularly,yes,1,private,5 - 10,76,73,73
955,female,,associate's degree,standard,none,married,sometimes,yes,1,school_bus,5 - 10,52,66,60
601,female,group E,associate's degree,standard,none,divorced,regularly,no,5,school_bus,5 - 10,60,65,63
846,male,group C,some college,standard,completed,single,sometimes,no,3,school_bus,5 - 10,82,84,78
629,female,group B,some college,standard,none,married,regularly,yes,0,private,5 - 10,58,61,64
327,male,group C,,standard,completed,,regularly,yes,0,private,< 5,66,60,63
436,female,group A,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,52,62,67
970,female,group B,some college,standard,none,divorced,sometimes,no,2,school_bus,5 - 10,59,69,68
633,female,group D,some college,standard,completed,married,sometimes,yes,4,private,5 - 10,76,82,88
690,male,group C,high school,standard,none,married,regularly,yes,0,school_bus,,64,55,51
234,female,group E,some high school,standard,completed,married,sometimes,yes,2,private,5 - 10,91,87,86
148,male,group D,bachelor's degree,free/reduced,none,married,never,yes,3,school_bus,5 - 10,61,68,64
24,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,< 5,64,76,72
551,male,group E,bachelor's degree,free/reduced,none,single,regularly,yes,2,school_bus,> 10,77,69,66
87,female,group E,some high school,standard,none,widowed,sometimes,yes,2,school_bus,< 5,86,85,81
816,male,group E,,free/reduced,none,single,sometimes,no,3,school_bus,5 - 10,82,73,78
953,male,group B,some college,standard,,single,never,yes,4,school_bus,5 - 10,86,79,73
844,male,group B,some college,standard,none,married,sometimes,yes,3,private,5 - 10,50,58,53
853,male,group B,high school,standard,completed,married,regularly,yes,1,school_bus,5 - 10,81,69,71
505,male,,high school,standard,,married,sometimes,yes,2,private,> 10,93,87,84
83,female,group B,some college,standard,none,married,regularly,no,3,private,< 5,79,90,91
82,female,group D,high school,standard,,single,regularly,no,1,school_bus,5 - 10,43,59,65
424,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,69,83,83
684,female,group C,some college,standard,none,married,regularly,yes,3,,5 - 10,62,69,71
855,female,group B,some high school,standard,completed,single,regularly,no,1,,5 - 10,65,80,75
268,male,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,56,55,50
41,male,group C,some college,free/reduced,,married,never,yes,1,school_bus,5 - 10,72,72,72
14,female,,associate's degree,free/reduced,none,single,regularly,no,1,,,43,50,55
211,female,group D,some high school,standard,completed,married,sometimes,yes,3,private,5 - 10,52,55,62
936,male,group C,some high school,standard,none,single,sometimes,yes,0,school_bus,> 10,74,65,57
878,male,group E,some college,standard,completed,married,regularly,no,1,,5 - 10,90,74,76
61,male,group E,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,5 - 10,46,39,37
816,male,group D,some college,free/reduced,none,married,sometimes,yes,1,private,> 10,62,62,56
197,male,,bachelor's degree,standard,completed,single,sometimes,yes,0,private,< 5,70,76,69
546,male,group B,some college,standard,none,married,never,yes,5,,> 10,56,46,44
48,male,group E,master's degree,free/reduced,none,married,never,yes,2,private,5 - 10,56,61,56
815,male,group B,bachelor's degree,standard,none,divorced,regularly,yes,2,,< 5,48,44,44
57,female,group E,high school,free/reduced,none,married,sometimes,yes,2,private,5 - 10,75,70,63
596,male,group D,some college,standard,none,married,regularly,no,5,private,> 10,98,95,92
570,female,group C,high school,free/reduced,none,widowed,sometimes,yes,0,school_bus,5 - 10,46,60,52
68,male,group C,associate's degree,standard,completed,widowed,,no,1,private,> 10,53,41,45
649,male,group B,high school,free/reduced,completed,single,sometimes,no,4,school_bus,< 5,63,64,63
746,female,group E,some college,free/reduced,completed,married,regularly,no,2,,5 - 10,81,85,89
968,female,group C,associate's degree,free/reduced,none,married,never,no,2,private,< 5,53,65,61
564,female,group D,some high school,standard,none,single,sometimes,no,2,private,5 - 10,38,51,50
716,male,group B,high school,standard,none,divorced,sometimes,yes,2,school_bus,< 5,57,58,49
739,female,group D,some college,free/reduced,none,divorced,sometimes,yes,7,school_bus,5 - 10,49,65,63
959,male,group D,associate's degree,standard,none,married,sometimes,yes,5,school_bus,5 - 10,91,81,77
211,male,group A,associate's degree,standard,none,married,regularly,yes,2,private,< 5,87,80,80
250,female,group B,some college,standard,none,widowed,never,yes,2,school_bus,< 5,64,75,77
982,female,group D,associate's degree,free/reduced,completed,married,regularly,yes,1,private,5 - 10,64,73,72
974,female,group B,,free/reduced,completed,single,regularly,yes,1,,5 - 10,48,65,65
522,female,group B,high school,standard,none,single,never,yes,4,school_bus,5 - 10,54,78,75
836,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,55,48,58
908,female,group E,master's degree,standard,none,married,regularly,no,1,school_bus,< 5,69,79,83
309,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,0,,> 10,65,71,75
443,female,group E,some high school,standard,completed,single,sometimes,yes,3,,5 - 10,95,92,91
46,male,group E,associate's degree,standard,none,married,sometimes,yes,4,private,> 10,88,79,77
652,male,group D,some college,standard,none,married,never,yes,2,private,5 - 10,78,65,64
900,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,> 10,70,73,67
117,female,group C,high school,standard,none,divorced,regularly,yes,1,school_bus,< 5,44,50,56
874,female,group E,master's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,5 - 10,59,66,63
193,male,,high school,standard,none,single,sometimes,yes,2,school_bus,< 5,57,53,52
411,male,group C,bachelor's degree,standard,none,single,regularly,,0,school_bus,5 - 10,96,84,83
430,male,group C,some college,standard,none,married,regularly,yes,0,school_bus,5 - 10,72,73,67
850,female,group C,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,64,72,67
1,male,group A,some college,free/reduced,none,divorced,sometimes,no,3,private,5 - 10,71,64,57
34,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,48,62,56
480,male,group C,high school,free/reduced,none,married,sometimes,yes,0,private,< 5,68,67,63
407,male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,5 - 10,70,60,62
540,male,group E,associate's degree,standard,completed,divorced,sometimes,no,4,private,> 10,100,98,100
547,female,group D,high school,standard,,married,sometimes,yes,2,private,> 10,53,75,67
234,female,group C,high school,standard,none,married,regularly,yes,3,private,,59,73,71
286,female,group E,master's degree,standard,,married,regularly,yes,0,school_bus,< 5,70,71,73
868,female,group C,bachelor's degree,standard,none,married,regularly,yes,0,,5 - 10,56,70,69
697,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,5 - 10,75,84,91
926,female,group D,some college,standard,completed,married,regularly,yes,3,private,5 - 10,75,81,84
809,male,group A,associate's degree,free/reduced,completed,married,never,no,2,private,5 - 10,68,71,70
513,female,group B,high school,standard,none,married,,no,2,private,< 5,69,74,68
593,male,group C,bachelor's degree,standard,none,single,sometimes,,1,school_bus,> 10,84,75,73
788,male,group B,bachelor's degree,standard,none,single,regularly,yes,1,private,5 - 10,66,50,48
879,female,group B,some college,free/reduced,none,single,never,no,1,private,< 5,47,59,56
69,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,66,78,75
46,female,group C,some college,standard,completed,married,sometimes,no,2,,< 5,71,83,84
718,female,group B,some college,standard,completed,married,sometimes,no,1,private,< 5,71,74,80
91,female,group D,some college,standard,none,married,regularly,,2,private,< 5,89,94,97
681,female,group C,master's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,83,91,94
22,male,group D,,standard,none,married,never,yes,5,,5 - 10,42,53,51
132,male,group D,some high school,standard,none,married,sometimes,no,1,school_bus,< 5,76,72,64
973,female,group A,associate's degree,standard,none,married,regularly,no,1,private,5 - 10,89,97,92
225,male,group D,associate's degree,standard,,married,sometimes,no,2,school_bus,< 5,89,95,90
874,male,group B,some high school,standard,none,married,never,no,1,,5 - 10,77,68,63
142,female,group C,some high school,standard,completed,single,regularly,yes,2,private,5 - 10,59,65,74
615,female,group C,some high school,standard,none,single,sometimes,no,1,private,5 - 10,79,93,82
342,female,group D,associate's degree,free/reduced,none,married,sometimes,no,2,,< 5,57,58,56
203,male,group E,high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,91,72,82
867,male,group B,associate's degree,standard,none,divorced,regularly,no,1,,< 5,60,41,41
62,female,group C,some college,standard,none,single,never,yes,1,school_bus,< 5,60,69,63
17,male,group D,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,78,77,72
739,male,group A,high school,free/reduced,none,married,regularly,no,2,,5 - 10,52,45,43
198,male,group C,master's degree,standard,none,married,sometimes,yes,3,private,,66,71,69
814,male,group C,some high school,standard,none,married,never,yes,4,school_bus,< 5,51,53,47
283,female,group C,some college,free/reduced,none,married,sometimes,yes,3,private,5 - 10,61,70,72
924,male,group B,associate's degree,standard,none,single,sometimes,no,2,private,5 - 10,66,58,58
25,female,group D,master's degree,free/reduced,none,single,regularly,no,1,school_bus,> 10,80,97,94
734,female,group D,some high school,standard,none,divorced,sometimes,no,4,,> 10,53,70,68
241,female,group B,high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,55,67,57
626,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,,5 - 10,82,78,84
896,female,group D,master's degree,free/reduced,completed,married,regularly,no,1,,5 - 10,74,90,98
221,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,private,5 - 10,71,68,79
938,female,group A,,free/reduced,none,married,sometimes,yes,1,private,5 - 10,72,82,81
422,female,group A,high school,standard,completed,divorced,never,no,3,private,5 - 10,58,85,82
415,male,group E,high school,standard,none,single,regularly,no,3,private,5 - 10,86,74,70
965,female,,associate's degree,free/reduced,completed,married,sometimes,no,1,private,< 5,55,61,62
176,male,group D,high school,free/reduced,completed,married,sometimes,yes,2,private,5 - 10,55,55,58
669,female,group B,master's degree,standard,completed,married,regularly,no,1,private,> 10,77,78,80
590,male,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,< 5,46,61,53
403,male,group C,some college,standard,none,married,sometimes,no,2,school_bus,5 - 10,84,69,67
724,male,group D,high school,free/reduced,none,single,never,no,3,,5 - 10,62,61,56
196,male,group C,high school,standard,completed,married,sometimes,yes,2,private,< 5,45,55,53
937,female,group C,some college,standard,none,married,regularly,yes,3,private,5 - 10,98,95,94
292,female,group C,some college,free/reduced,none,married,regularly,yes,1,private,5 - 10,53,60,62
837,male,group B,some high school,standard,completed,single,sometimes,no,3,school_bus,< 5,64,66,66
509,female,group B,some college,free/reduced,none,married,never,no,3,private,> 10,53,72,70
940,female,group E,master's degree,free/reduced,completed,divorced,sometimes,no,3,school_bus,5 - 10,58,73,77
24,female,group B,some college,standard,completed,divorced,regularly,yes,2,school_bus,5 - 10,52,62,58
251,male,group A,associate's degree,free/reduced,none,married,regularly,no,1,private,5 - 10,61,58,53
260,male,group E,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,43,30,28
349,female,,some high school,standard,none,divorced,never,yes,1,school_bus,< 5,71,94,88
49,female,group D,high school,standard,completed,married,regularly,no,4,private,< 5,62,74,72
176,male,group E,high school,standard,none,married,sometimes,yes,1,,5 - 10,77,64,58
592,female,group E,high school,standard,none,married,never,yes,0,private,5 - 10,81,87,84
513,female,group B,some college,standard,completed,single,never,no,3,school_bus,5 - 10,75,87,88
92,female,group E,associate's degree,standard,completed,married,never,yes,0,school_bus,5 - 10,80,82,88
118,male,group C,associate's degree,standard,none,married,regularly,yes,2,private,< 5,78,74,68
33,female,group E,bachelor's degree,standard,none,married,never,no,4,private,< 5,65,75,72
543,female,,high school,standard,none,married,regularly,yes,0,school_bus,5 - 10,71,76,76
371,female,group E,some high school,standard,completed,married,sometimes,no,2,private,> 10,80,95,93
588,female,group B,,free/reduced,completed,divorced,sometimes,no,2,private,> 10,52,70,67
584,female,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,60,74,77
568,female,group C,some college,free/reduced,none,single,never,yes,4,private,,60,77,78
162,female,group D,some high school,standard,none,widowed,sometimes,yes,2,school_bus,< 5,76,81,81
851,male,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,5 - 10,100,91,89
51,male,group B,bachelor's degree,standard,,divorced,sometimes,,2,,5 - 10,97,95,93
323,male,group B,associate's degree,free/reduced,none,married,sometimes,,0,school_bus,< 5,71,71,64
965,female,group E,associate's degree,free/reduced,none,single,regularly,yes,4,private,5 - 10,56,65,67
334,male,,associate's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,86,79,71
816,female,group A,some college,standard,none,married,,yes,3,,5 - 10,94,90,93
936,female,group E,associate's degree,standard,none,divorced,never,yes,3,private,5 - 10,64,55,54
366,female,group D,some college,standard,completed,divorced,sometimes,no,1,private,< 5,48,56,61
149,female,group D,some high school,standard,completed,,sometimes,yes,0,school_bus,> 10,83,83,86
357,female,group C,some college,standard,completed,married,regularly,no,3,school_bus,< 5,35,45,45
